pos_x, pos_y, pos_z
0.158233, 0.085678, 0.460434
0.191016, 0.086152, 0.421207
0.139792, 0.090163, 0.454753
0.155699, 0.094378, 0.458200
0.054494, 0.083074, 0.427618
0.105749, 0.098281, 0.451606
0.176568, 0.038456, 0.406590
0.225871, 0.027713, 0.462422
0.072394, 0.107475, 0.587019
0.123084, 0.012229, 0.381620
0.180056, 0.130059, 0.606108
0.108803, 0.022191, 0.363565
0.165919, 0.082357, 0.422214
0.079754, 0.105797, 0.659310
0.193941, 0.050961, 0.665149
0.147252, 0.060554, 0.519251
0.135903, 0.103077, 0.524386
0.232076, 0.111258, 0.703960
0.073670, 0.135209, 0.746834
0.157482, -0.037268, 0.827937
-1.895981, 1.800271, 7.364188
-2.181236, 0.489019, 5.640329
-2.445451, 0.678799, 7.472401
0.263338, 0.499599, 1.455661
-1.717514, 0.995786, 5.173592
-1.833936, 1.708839, 7.103179
-1.756613, 0.989272, 6.498528
0.174143, -0.068234, 1.071879
0.132680, 0.193148, 0.938195
0.044505, 0.095902, 0.480772
0.218466, 0.084889, 0.576404
0.149145, 0.044737, 0.432638
0.139707, 0.055420, 0.452352
0.145433, 0.052817, 0.474915
0.278090, 0.193828, 0.748344
0.153597, 0.056549, 0.459593
0.168966, 0.101110, 0.593850
0.135954, 0.053185, 0.435296
0.177051, 0.094340, 0.542499
0.169828, 0.090961, 0.509656
0.158774, 0.095471, 0.570638
0.169505, 0.091097, 0.508059
0.159791, 0.092753, 0.543836
0.161964, 0.107037, 0.615366
-0.030147, 0.098348, 0.637593
-0.041248, -0.055599, 0.726856
-0.070943, 0.000224, 0.637277
0.134030, 0.094601, 0.530265
-0.035030, 0.070578, 0.560852
0.150708, -0.081010, 0.767524
0.224287, 0.004560, 0.739653
0.190948, 0.003079, 0.739715
0.132597, 0.093076, 0.533680
0.165780, -0.086858, 0.973683
-0.104718, 0.091711, 0.719879
0.125921, -0.004995, 0.943902
-0.021214, 0.052067, 0.667137
0.144965, 0.075904, 0.496083
0.347620, 0.046628, 0.815209
0.213699, -0.064707, 0.706979
0.374179, 0.011374, 0.849817
0.110476, 0.069702, 0.458618
-0.012643, 0.018119, 0.232953
-0.026076, 0.053011, 0.346995
0.154943, 0.115439, 0.525115
0.097779, 0.075507, 0.404623
0.148938, 0.100613, 0.589945
0.136037, 0.099991, 0.515146
0.127188, 0.055620, 0.464802
0.016118, 0.102409, 0.534337
-0.028125, 0.072646, 0.498687
-0.023748, 0.096242, 0.487466
-0.023131, 0.048529, 0.460453
-0.021042, 0.042844, 0.513555
0.196435, 0.036074, 0.553732
0.307465, 0.028540, 0.742073
0.253067, 0.025728, 0.637929
0.354751, 0.053753, 0.830289
0.329972, 0.009754, 0.752217
0.233142, 0.033141, 0.618307
0.342116, 0.048518, 0.790795
0.042967, 1.211255, 3.458141
0.218281, 0.128170, 0.724609
0.249568, 0.023697, 0.640552
0.278853, 0.034380, 0.662435
0.302381, 0.043520, 0.700357
0.142054, 0.029447, 0.446714
0.264076, -0.008113, 0.721634
0.371247, 0.006925, 0.815619
0.292939, -0.021635, 0.675817
0.360095, 0.032212, 0.813773
0.284701, 0.009458, 0.701128
0.270591, 0.025713, 0.616078
0.418849, 0.038054, 0.911410
0.042787, 0.054787, 1.140225
0.148200, -0.092758, 0.855524
-0.018791, 0.078039, 0.480870
-0.020147, 0.056485, 0.497265
-0.021144, 0.029365, 0.506427
-0.028291, 0.071912, 0.497155
-0.020397, 0.020786, 0.498711
-0.020468, 0.021131, 0.499523
-0.114910, -0.012323, 1.104864
0.089583, -0.049853, 0.714831
0.147336, -0.052860, 0.719244
0.152408, 0.097708, 0.548285
0.190698, 0.104095, 0.681583
0.156109, 0.105227, 0.659139
-0.013322, 0.081952, 0.538162
-0.009009, 0.103340, 0.600686
0.190826, -0.086207, 1.201597
0.112982, 0.062289, 0.495365
0.092133, 0.106139, 0.603785
0.179265, 0.089503, 0.441542
0.144526, 0.096933, 0.467628
0.125826, 0.098577, 0.495266
0.215393, 0.037426, 0.487918
0.189270, 0.026875, 0.454343
0.175507, 0.030111, 0.446427
0.127029, 0.095235, 0.467024
0.128112, 0.100185, 0.500043
0.139241, 0.045886, 0.414803
0.170124, 0.087865, 0.444958
0.129984, 0.099290, 0.483642
0.160501, 0.048058, 0.430737
0.162381, 0.096986, 0.479950
0.160494, 0.095966, 0.584201
0.140988, 0.094631, 0.462094
0.176868, 0.093514, 0.551155
-0.010327, 0.098659, 0.538856
0.165144, 0.087923, 0.503585
0.150516, 0.078642, 0.503057
0.137283, 0.040919, 0.426176
-0.013217, 0.078213, 0.571975
0.133896, 0.065674, 0.505220
0.120580, -0.013274, 0.801469
0.125992, -0.030563, 0.775406
0.114512, -0.028805, 0.760132
0.132898, -0.010107, 0.810009
-0.046523, 0.101575, 0.729109
-0.043098, 0.108323, 0.731905
-0.103051, 0.039873, 1.012079
0.134631, -0.027720, 0.847333
-0.131531, -0.076011, 1.075335
-0.112384, -0.032398, 1.026156
0.088460, -0.028420, 0.751576
-0.107741, -0.016834, 1.047143
0.073889, 0.103809, 0.563478
0.131335, 0.098214, 0.561956
0.132023, 0.056916, 0.510765
0.105236, 0.060032, 0.746425
0.260194, -0.014432, 0.649535
0.224455, 0.041416, 0.601370
0.139175, -0.073548, 0.672915
0.146395, 0.097539, 0.573318
0.140309, -0.062688, 0.681999
0.160482, 0.097067, 0.615678
0.145007, -0.056071, 0.699300
0.144486, 0.053725, 0.444544
0.143779, 0.102400, 0.552593
0.143851, 0.100932, 0.485449
0.162632, 0.084433, 0.435199
0.065366, 0.100231, 0.558323
0.161959, 0.048159, 0.444364
0.179849, 0.031185, 0.462917
0.195942, 0.027398, 0.463501
0.148905, 0.099453, 0.502794
0.148391, 0.043489, 0.438220
0.146691, 0.100126, 0.532749
0.144020, 0.099175, 0.528803
0.091559, -0.059191, 0.743103
0.137889, 0.056782, 0.449647
0.174083, 0.101264, 0.590723
0.136373, 0.100131, 0.517579
0.149217, 0.100845, 0.519616
0.129306, 0.092163, 0.515867
0.196401, -0.090727, 1.054738
0.154604, -0.075267, 1.023288
